구분,회사명,특약명,가입조건,판매채널,적용담보(자동차상해 및담보별 확장특약 포함기준),할인율(%)ascdesc
차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",14.1
차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.2
차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",8.4
차선이탈경고(방지)장치할인,삼성화재,첨단안전장치 장착차량 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.8
차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 신차③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.2
차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 3년이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.3
차선이탈경고(방지)장치할인,현대해상,차선이탈경고(방지)장치할인,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 4년이상③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.3
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,7.8
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,6.8
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
차선이탈경고(방지)장치할인,KB손보,첨단안전장치장착 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",4
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 ~ 만59세,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",3.5
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",1.8
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,자차,1.5
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 ~ 만59세,대면/TM/CM/플랫폼,자차,1.4
차선이탈경고(방지)장치할인,DB손보,차선이탈 경고장치에 관한 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,자차,0.7
차선이탈경고(방지)장치할인,AXA손보,차선이탈 경고장치 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 피보험자동차가 차선이탈 경고장치가 장착되어 최초 출고된 차량이고, 해당 장치가 청약일 현재 정상적으로 작동 가능한 상태인 경우② 차령 조건 : 전 차령③ 차종 조건 : 전 차종","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.2
차선이탈경고(방지)장치할인,캐롯손해보험,차선이탈 방지장치 장착 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 최초 출고 시 장착된 경우② 차령 조건: 전차령③ 차종 조건: 전차종,CM/PM,대인1/대인2/대물/자손/무보험,5
차선이탈경고(방지)장치할인,캐롯손해보험,차선이탈 방지장치 장착 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 최초 출고 시 장착된 경우② 차령 조건: 전차령③ 차종 조건: 전차종,CM/PM,자차,3
고령자안전교육이수할인,메리츠화재,시니어 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 1∼3등급인 경우 (단, 온라인으로 실시되는 고령운전자 교통안전교육은 결과지의 인지능력 자가진단 결과가 「수료」등급인 경우에도 가입 가능합니다.)",대면/TM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,메리츠화재,시니어 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인으로 실시되는 고령운전자 교통안전교육을 이수하고, 인지능력 자가진단 결과가 「수료」등급인 경우",대면/TM,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,한화손보,실버 안전운전자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입① 기명피보험자가 만 65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 1∼3등급인 경우","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5
고령자안전교육이수할인,한화손보,실버 안전운전자 우대 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입① 기명피보험자가 만 65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 '수료'인 경우,"대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.6
고령자안전교육이수할인,롯데손보,시니어(Senior) 교통안전교육이수 할인특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, '인지능력자가진단'결과지의'운전능력검사결과표'종합 판정이 1~3등급인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,롯데손보,시니어(Senior) 교통안전교육이수 할인특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 '인지능력자가진단'결과지의'운전능력검사결과표'종합 판정이 '수료'인 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,MG손보,시니어 교통안전교육 이수자 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군이상으로 합격하거나, '인지능력자가진단'결과지의 '운전능력검사표' 종합판정이 1~3등급인 경우",대면/TM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,MG손보,시니어 교통안전교육 이수자 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 교통안전교육 수료증 발급시 '인지능력자가진단'결과지의 '운전능력검사표' 「수료」 등급인 경우,대면/TM,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,흥국화재,시니어 교통안전교육 이수 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자 1인한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 오프라인 교통안전교육 과정을 이수하고 ‘인지능력자가진단’ 결과지의 ‘운전능력검사결과표’ 종합판정이 1∼3등급인 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,흥국화재,시니어 교통안전교육 이수 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자 1인한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 ‘인지능력자가진단’결과지의 ‘운전능력검사결과표’ 종합판정이 '수료'등급인 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,삼성화재,시니어 교통안전교육 이수자 우대 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 인지지각 검사에 경계선(42점)군 이상으로 합격하거나, ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 1∼3등급인 경우","대면, TM, CM, 플랫폼",대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,삼성화재,시니어 교통안전교육 이수자 우대 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 ‘인지능력 자가진단’ 결과지의 ‘운전능력검사결과표’ 종합 판정이 '수료'등급인 경우,"대면, TM, CM, 플랫폼",대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,현대해상,고령자 교통안전교육 이수 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자 1인한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고, '인지능력자가진단' 결과지의 '운전능력검사결과표' 종합 판정이 '수료' 등급인 경우",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,현대해상,고령자 교통안전교육 이수 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세이상② 부부운전자 한정운전 또는 기명피보험자 1인한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세이상 고령운전자 대상 교통안전교육 과정을 이수하고, 인지지각 검사시 경계선(42점)군 이상으로 합격하거나, '인지능력자가진단' 결과지의 '운전능력검사결과표' 종합 판정이 1~3등급인 경우",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,KB손보,실버교통안전교육 이수 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 도로교통공단에서 시행하는 고령운전자 교통안전교육을 이수하고 인지능력 자가진단 결과 운전능력 진단등급이 1등급에서 3등급인 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,KB손보,실버교통안전교육 이수 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 도로교통공단에서 온라인으로 시행하는 고령운전자 교통안전교육을 이수하고 교통안전교육 수료증을 발급받은 경우,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.6
고령자안전교육이수할인,DB손보,교통안전교육 실버우대 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 실시하는 만65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 '인지능력 자가진단' 결과지의 '운전능력검사결과표' 종합판정이 1~3등급인 경우,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",5
고령자안전교육이수할인,DB손보,교통안전교육 실버우대 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만65세 이상② 부부운전자 한정운전 또는 기명피보험자 1인 한정운전 특별약관 가입③ 도로교통공단에서 온라인으로 실시하는 만65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 '인지능력 자가진단' 결과지의 '운전능력검사결과표' 종합판정이 '수료'등급인 경우,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험/자차",3.6
고령자안전교육이수할인,캐롯손해보험,고령자 교통안전 할인 특별약관,"▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 「기명피보험자 1인 한정운전 특별약관」 또는 「부부운전자 한정운전 특별약관」에 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 교통안전교육 과정을 이수하고 '운전 인지.지각 검사'에 경계선(42점)군 이상으로 합격하거나, '인지능력 자가진단' 결과지의 '운전능력검사결과표' 종합 판정이 1~3등급인 경우",CM/PM,대인1/대인2/대물/자손/무보험/자차,5
고령자안전교육이수할인,캐롯손해보험,고령자 교통안전 할인 특별약관,▶ 다음의 조건 모두 해당하는 경우에 한하여 가입 가능① 기명피보험자가 만 65세 이상② 「기명피보험자 1인 한정운전 특별약관」 또는 「부부운전자 한정운전 특별약관」에 가입③ 도로교통공단에서 실시하는 만 65세 이상 고령운전자 대상 온라인 교통안전교육 과정을 이수하고 '인지능력 자가진단' 결과지의 '운전능력검사결과표' 종합 판정이 '수료'등급인 경우,CM/PM,대인1/대인2/대물/자손/무보험/자차,3.6
서민(나눔)우대할인,메리츠화재,행복나눔 서민우대 할인 특별약관,"▶ 다음의 조건 ①~④ 중 하나에 해당하는 경우 가입 가능① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1~3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1~3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,메리츠화재,행복나눔 서민우대 할인 특별약관,(상동),TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.8
서민(나눔)우대할인,한화손보,나눔 특별약관,(상동),대면,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",8
서민(나눔)우대할인,한화손보,다이렉트 나눔 특별약관,(상동),TM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",5.1
서민(나눔)우대할인,롯데손보,희망나눔 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,롯데손보,희망나눔 특별약관,(상동),TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.1
서민(나눔)우대할인,MG손보,서민형 나눔 할인 특별약관,(상동),TM/CM,대인1,1.5
서민(나눔)우대할인,MG손보,서민형 나눔 할인 특별약관,(상동),TM/CM,대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,흥국화재,서민우대 할인 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,흥국화재,서민우대 할인 특별약관,(상동),TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.2
서민(나눔)우대할인,삼성화재,나눔 친서민 특별약관,상동,"TM, CM, 플랫폼",대인1/대인2/대물/자손/무보험/자차,3
서민(나눔)우대할인,삼성화재,나눔 친서민 특별약관,상동,대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,현대해상,나눔 특별약관,(상동),CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,KB손보,희망나눔자동차 특별약관,(상동),대면,대인1/대인2/대물/자손/무보험/자차,8
서민(나눔)우대할인,KB손보,희망나누기 특별약관,(상동),CM/PM,대인1/대인2/대물/자손/무보험/자차,1
서민(나눔)우대할인,DB손보,프로미하트(서민우대 보험료 할인) 특별약관,(상동),대면,"대인1/대인2/대물/
자손/무보험/자차",8
서민(나눔)우대할인,DB손보,프로미하트나눔(서민우대 보험료 할인) 특별약관,(상동),TM/CM/플랫폼,"대인2/대물/
자손/무보험/자차",5.4
서민(나눔)우대할인,DB손보,프로미하트나눔(서민우대 보험료 할인) 특별약관,(상동),TM/CM/플랫폼,대인1,3.4
서민(나눔)우대할인,AXA손보,나눔(서민우대) 특별약관,(상동),"TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.6
